inspection_id,restaurant_id,inspection_type,date,result,score,inspector_id,notes,pass
2434,58,Follow-up,2020-10-21,Pass w/ Conditions,12,INSP6481,Inspection notes for inspection 2434,True
2435,767,License,2024-07-01,Fail,90,INSP9718,Inspection notes for inspection 2435,False
2436,963,Routine,2017-12-11,Fail,97,INSP8263,Inspection notes for inspection 2436,False
2437,511,Complaint,2021-01-09,Fail,59,INSP7815,Inspection notes for inspection 2437,False
2438,865,Routine,2022-05-02,Fail,98,INSP9685,Inspection notes for inspection 2438,False
2439,49,Routine,2017-07-28,Fail,75,INSP4744,Inspection notes for inspection 2439,False
2440,959,Follow-up,2024-10-07,Pass,31,INSP4366,Inspection notes for inspection 2440,True
2441,423,Follow-up,2022-11-24,Pass,95,INSP3560,Inspection notes for inspection 2441,True
2442,746,License,2016-03-24,Pass,29,INSP9468,Inspection notes for inspection 2442,True
2443,751,Follow-up,2024-12-25,Pass,0,INSP3775,Inspection notes for inspection 2443,True
2444,328,Follow-up,2018-01-14,Fail,9,INSP7447,Inspection notes for inspection 2444,False
2445,83,License,2024-12-24,Fail,30,INSP6953,Inspection notes for inspection 2445,False
2446,87,Complaint,2018-06-19,Pass w/ Conditions,9,INSP6706,Inspection notes for inspection 2446,True
2447,255,Complaint,2016-03-16,Fail,10,INSP7300,Inspection notes for inspection 2447,False
2448,156,License,2019-11-17,Pass w/ Conditions,28,INSP4508,Inspection notes for inspection 2448,True
2449,308,Routine,2017-07-11,Fail,58,INSP7343,Inspection notes for inspection 2449,False
2450,186,Complaint,2017-04-10,Fail,20,INSP7889,Inspection notes for inspection 2450,False
2451,399,Follow-up,2023-02-26,Pass w/ Conditions,31,INSP7638,Inspection notes for inspection 2451,True
2452,481,Complaint,2023-10-23,Pass w/ Conditions,13,INSP3090,Inspection notes for inspection 2452,True
2453,504,Routine,2024-06-17,Pass,20,INSP1529,Inspection notes for inspection 2453,True
2454,613,Follow-up,2016-04-23,Pass,96,INSP5651,Inspection notes for inspection 2454,True
2455,161,License,2017-05-04,Pass,100,INSP8433,Inspection notes for inspection 2455,True
2456,364,Complaint,2017-06-27,Pass,81,INSP6695,Inspection notes for inspection 2456,True
2457,430,License,2023-09-20,Pass,47,INSP1508,Inspection notes for inspection 2457,True
2458,777,Complaint,2021-09-25,Pass,29,INSP2131,Inspection notes for inspection 2458,True
2459,939,Complaint,2022-01-23,Fail,34,INSP5398,Inspection notes for inspection 2459,False
2460,872,Routine,2024-10-24,Pass,97,INSP8384,Inspection notes for inspection 2460,True
2461,807,Follow-up,2018-01-09,Pass,20,INSP2821,Inspection notes for inspection 2461,True
2462,260,License,2023-02-22,Fail,39,INSP9981,Inspection notes for inspection 2462,False
2463,14,Routine,2016-11-21,Pass w/ Conditions,28,INSP6786,Inspection notes for inspection 2463,True
2464,592,Routine,2025-03-14,Pass,87,INSP9468,Inspection notes for inspection 2464,True
2465,251,License,2019-01-29,Pass w/ Conditions,98,INSP7308,Inspection notes for inspection 2465,True
2466,688,Follow-up,2015-09-07,Pass w/ Conditions,39,INSP3793,Inspection notes for inspection 2466,True
2467,835,License,2023-12-27,Fail,14,INSP5329,Inspection notes for inspection 2467,False
2468,739,Follow-up,2021-04-25,Pass w/ Conditions,52,INSP3475,Inspection notes for inspection 2468,True
2469,767,License,2016-05-30,Pass,18,INSP2792,Inspection notes for inspection 2469,True
2470,393,Complaint,2024-09-18,Pass,84,INSP9276,Inspection notes for inspection 2470,True
2471,572,Complaint,2016-06-01,Pass,63,INSP9850,Inspection notes for inspection 2471,True
2472,901,Complaint,2021-08-25,Fail,81,INSP9453,Inspection notes for inspection 2472,False
2473,444,Routine,2018-01-28,Pass w/ Conditions,29,INSP3093,Inspection notes for inspection 2473,True
2474,218,Follow-up,2025-05-05,Pass,82,INSP5961,Inspection notes for inspection 2474,True
2475,518,Follow-up,2023-04-04,Fail,50,INSP8215,Inspection notes for inspection 2475,False
2476,784,License,2021-09-27,Pass w/ Conditions,36,INSP4581,Inspection notes for inspection 2476,True
2477,123,Routine,2017-01-08,Pass,16,INSP1340,Inspection notes for inspection 2477,True
2478,252,Follow-up,2021-03-21,Fail,24,INSP4610,Inspection notes for inspection 2478,False
2479,815,Routine,2015-08-09,Pass w/ Conditions,11,INSP8759,Inspection notes for inspection 2479,True
2480,260,Routine,2025-02-26,Pass w/ Conditions,57,INSP8545,Inspection notes for inspection 2480,True
2481,785,Complaint,2021-12-29,Fail,79,INSP6647,Inspection notes for inspection 2481,False
2482,459,Routine,2021-06-08,Pass w/ Conditions,58,INSP2945,Inspection notes for inspection 2482,True
2483,942,Follow-up,2022-01-30,Pass w/ Conditions,60,INSP1263,Inspection notes for inspection 2483,True
2484,775,Complaint,2019-12-24,Pass,6,INSP6814,Inspection notes for inspection 2484,True
2485,723,Follow-up,2018-12-14,Pass w/ Conditions,45,INSP4251,Inspection notes for inspection 2485,True
2486,632,License,2016-12-16,Pass,79,INSP5565,Inspection notes for inspection 2486,True
2487,213,License,2017-09-09,Pass,69,INSP5585,Inspection notes for inspection 2487,True
2488,113,License,2020-04-18,Fail,23,INSP4854,Inspection notes for inspection 2488,False
2489,105,Complaint,2020-03-14,Pass,3,INSP8419,Inspection notes for inspection 2489,True
2490,569,Routine,2025-04-07,Fail,30,INSP4181,Inspection notes for inspection 2490,False
2491,93,Complaint,2022-12-16,Pass,35,INSP3372,Inspection notes for inspection 2491,True
2492,379,License,2022-11-08,Pass,51,INSP5207,Inspection notes for inspection 2492,True
2493,130,Complaint,2021-01-03,Pass,76,INSP4500,Inspection notes for inspection 2493,True
2494,442,Complaint,2022-06-22,Pass w/ Conditions,18,INSP3607,Inspection notes for inspection 2494,True
2495,402,Follow-up,2021-11-05,Pass w/ Conditions,28,INSP8828,Inspection notes for inspection 2495,True
2496,860,License,2019-10-21,Pass,13,INSP5928,Inspection notes for inspection 2496,True
2497,899,Complaint,2017-10-12,Pass w/ Conditions,60,INSP5384,Inspection notes for inspection 2497,True
2498,557,Routine,2018-12-09,Pass,25,INSP2893,Inspection notes for inspection 2498,True
2499,750,Complaint,2021-02-12,Fail,54,INSP7433,Inspection notes for inspection 2499,False
2500,963,License,2018-08-04,Pass,74,INSP3101,Inspection notes for inspection 2500,True
2501,258,Follow-up,2024-12-06,Pass,83,INSP5360,Inspection notes for inspection 2501,True
2502,497,Routine,2025-05-29,Pass w/ Conditions,51,INSP8927,Inspection notes for inspection 2502,True
2503,632,Follow-up,2021-07-02,Pass w/ Conditions,44,INSP4408,Inspection notes for inspection 2503,True
2504,168,Complaint,2015-12-21,Pass,74,INSP9318,Inspection notes for inspection 2504,True
2505,216,Complaint,2025-02-11,Pass,54,INSP9291,Inspection notes for inspection 2505,True
2506,953,Follow-up,2021-08-08,Pass,64,INSP2844,Inspection notes for inspection 2506,True
2507,738,License,2022-03-23,Fail,68,INSP5272,Inspection notes for inspection 2507,False
2508,501,Routine,2016-07-06,Fail,15,INSP4893,Inspection notes for inspection 2508,False
2509,889,License,2017-03-29,Fail,22,INSP1216,Inspection notes for inspection 2509,False
2510,510,License,2022-11-18,Pass,64,INSP8099,Inspection notes for inspection 2510,True
2511,317,Follow-up,2018-03-06,Pass w/ Conditions,58,INSP9283,Inspection notes for inspection 2511,True
2512,276,Routine,2020-12-03,Pass w/ Conditions,43,INSP5457,Inspection notes for inspection 2512,True
2513,634,License,2017-04-28,Pass,61,INSP2055,Inspection notes for inspection 2513,True
2514,451,Complaint,2018-10-23,Pass w/ Conditions,16,INSP2251,Inspection notes for inspection 2514,True
2515,540,Follow-up,2019-10-25,Pass,8,INSP5355,Inspection notes for inspection 2515,True
2516,647,License,2018-03-02,Pass w/ Conditions,28,INSP3354,Inspection notes for inspection 2516,True
2517,393,Complaint,2022-03-15,Pass,47,INSP9604,Inspection notes for inspection 2517,True
2518,134,Routine,2017-08-18,Fail,90,INSP8179,Inspection notes for inspection 2518,False
2519,976,Follow-up,2020-09-24,Pass w/ Conditions,36,INSP4863,Inspection notes for inspection 2519,True
2520,797,Complaint,2017-03-04,Pass w/ Conditions,21,INSP1350,Inspection notes for inspection 2520,True
2521,332,License,2020-11-15,Fail,57,INSP8683,Inspection notes for inspection 2521,False
2522,856,Complaint,2020-11-09,Pass,92,INSP5881,Inspection notes for inspection 2522,True
2523,680,Follow-up,2018-01-18,Fail,24,INSP2389,Inspection notes for inspection 2523,False
2524,606,Routine,2016-05-04,Pass,80,INSP4112,Inspection notes for inspection 2524,True
2525,955,Complaint,2017-10-04,Pass,38,INSP7485,Inspection notes for inspection 2525,True
2526,938,License,2018-09-07,Pass w/ Conditions,38,INSP3002,Inspection notes for inspection 2526,True
2527,254,License,2022-08-31,Pass,17,INSP6113,Inspection notes for inspection 2527,True
2528,72,Follow-up,2019-06-06,Fail,64,INSP4003,Inspection notes for inspection 2528,False
2529,48,License,2017-03-25,Pass w/ Conditions,32,INSP7808,Inspection notes for inspection 2529,True
2530,388,Complaint,2019-04-18,Pass w/ Conditions,72,INSP2413,Inspection notes for inspection 2530,True
2531,898,Follow-up,2024-09-17,Fail,84,INSP6437,Inspection notes for inspection 2531,False
2532,805,Routine,2016-02-15,Fail,70,INSP1081,Inspection notes for inspection 2532,False
2533,298,Complaint,2024-01-18,Fail,74,INSP4583,Inspection notes for inspection 2533,False
2534,915,Follow-up,2022-03-11,Fail,49,INSP3089,Inspection notes for inspection 2534,False
2535,608,Follow-up,2017-09-19,Fail,27,INSP8788,Inspection notes for inspection 2535,False
2536,25,Routine,2021-11-02,Pass w/ Conditions,38,INSP7443,Inspection notes for inspection 2536,True
2537,956,License,2021-06-23,Pass w/ Conditions,2,INSP2404,Inspection notes for inspection 2537,True
2538,883,Follow-up,2024-07-06,Pass,37,INSP9670,Inspection notes for inspection 2538,True
2539,326,Complaint,2021-07-29,Pass w/ Conditions,89,INSP7549,Inspection notes for inspection 2539,True
2540,35,Complaint,2015-12-22,Pass w/ Conditions,79,INSP5356,Inspection notes for inspection 2540,True
2541,715,License,2017-07-09,Fail,94,INSP8436,Inspection notes for inspection 2541,False
2542,4,Follow-up,2023-04-03,Pass,4,INSP4567,Inspection notes for inspection 2542,True
2543,845,License,2021-08-28,Pass,60,INSP1137,Inspection notes for inspection 2543,True
2544,79,Routine,2024-11-08,Pass w/ Conditions,80,INSP7061,Inspection notes for inspection 2544,True
2545,626,Follow-up,2017-06-12,Fail,5,INSP8027,Inspection notes for inspection 2545,False
2546,800,Complaint,2020-06-09,Pass w/ Conditions,81,INSP1971,Inspection notes for inspection 2546,True
2547,970,Routine,2021-09-13,Fail,92,INSP9460,Inspection notes for inspection 2547,False
2548,2,Follow-up,2024-06-15,Pass,91,INSP9047,Inspection notes for inspection 2548,True
2549,691,Follow-up,2018-12-23,Pass,60,INSP8363,Inspection notes for inspection 2549,True
2550,802,Routine,2021-05-02,Fail,97,INSP2212,Inspection notes for inspection 2550,False
2551,909,Routine,2023-07-28,Fail,94,INSP8923,Inspection notes for inspection 2551,False
2552,822,Follow-up,2022-07-05,Pass,13,INSP3605,Inspection notes for inspection 2552,True
2553,297,Complaint,2023-08-09,Fail,52,INSP9022,Inspection notes for inspection 2553,False
2554,200,Routine,2021-10-18,Pass,29,INSP6728,Inspection notes for inspection 2554,True
2555,599,Complaint,2018-05-23,Pass w/ Conditions,38,INSP7716,Inspection notes for inspection 2555,True
2556,934,Complaint,2023-05-18,Pass w/ Conditions,45,INSP7706,Inspection notes for inspection 2556,True
2557,148,Routine,2017-05-08,Fail,6,INSP3893,Inspection notes for inspection 2557,False
2558,983,Routine,2022-12-15,Fail,58,INSP2217,Inspection notes for inspection 2558,False
2559,532,License,2019-03-13,Pass,63,INSP6356,Inspection notes for inspection 2559,True
2560,927,Complaint,2024-05-15,Pass w/ Conditions,81,INSP9577,Inspection notes for inspection 2560,True
2561,84,Follow-up,2020-03-28,Pass,51,INSP6168,Inspection notes for inspection 2561,True
2562,262,Complaint,2019-03-05,Pass,67,INSP9526,Inspection notes for inspection 2562,True
2563,43,Routine,2016-12-18,Pass w/ Conditions,89,INSP8589,Inspection notes for inspection 2563,True
2564,967,Follow-up,2023-05-05,Pass w/ Conditions,21,INSP5220,Inspection notes for inspection 2564,True
2565,290,Follow-up,2019-02-13,Fail,74,INSP3819,Inspection notes for inspection 2565,False
2566,210,Routine,2025-03-31,Fail,41,INSP3004,Inspection notes for inspection 2566,False
2567,652,Routine,2018-07-28,Pass w/ Conditions,78,INSP4209,Inspection notes for inspection 2567,True
2568,432,Routine,2021-06-11,Pass w/ Conditions,97,INSP3607,Inspection notes for inspection 2568,True
2569,811,License,2019-04-19,Pass w/ Conditions,82,INSP4275,Inspection notes for inspection 2569,True
2570,58,License,2023-07-09,Pass,91,INSP9681,Inspection notes for inspection 2570,True
2571,545,Follow-up,2018-11-26,Pass,25,INSP3907,Inspection notes for inspection 2571,True
2572,998,License,2018-12-24,Pass,72,INSP9693,Inspection notes for inspection 2572,True
2573,996,Routine,2017-03-21,Fail,48,INSP3883,Inspection notes for inspection 2573,False
2574,234,Follow-up,2021-10-22,Pass w/ Conditions,80,INSP9557,Inspection notes for inspection 2574,True
2575,877,Complaint,2019-04-17,Fail,22,INSP6466,Inspection notes for inspection 2575,False
2576,275,Follow-up,2020-11-07,Pass w/ Conditions,70,INSP2418,Inspection notes for inspection 2576,True
2577,573,License,2018-04-20,Pass,1,INSP2455,Inspection notes for inspection 2577,True
2578,926,Follow-up,2023-03-25,Pass w/ Conditions,68,INSP7635,Inspection notes for inspection 2578,True
2579,19,License,2016-09-18,Pass,6,INSP9672,Inspection notes for inspection 2579,True
2580,598,Complaint,2019-03-04,Pass,56,INSP8865,Inspection notes for inspection 2580,True
2581,727,Complaint,2024-09-04,Pass,57,INSP1764,Inspection notes for inspection 2581,True
2582,577,Routine,2017-08-15,Fail,35,INSP1419,Inspection notes for inspection 2582,False
2583,11,Complaint,2017-07-23,Pass,9,INSP6297,Inspection notes for inspection 2583,True
2584,824,Routine,2018-12-23,Pass,44,INSP6204,Inspection notes for inspection 2584,True
2585,513,Follow-up,2021-09-09,Fail,50,INSP2495,Inspection notes for inspection 2585,False
2586,937,License,2019-09-01,Fail,5,INSP9329,Inspection notes for inspection 2586,False
2587,874,Complaint,2019-11-18,Fail,81,INSP4267,Inspection notes for inspection 2587,False
2588,78,Follow-up,2020-10-31,Fail,87,INSP8235,Inspection notes for inspection 2588,False
2589,54,License,2021-08-28,Fail,23,INSP5835,Inspection notes for inspection 2589,False
2590,689,Complaint,2021-01-02,Pass,77,INSP1191,Inspection notes for inspection 2590,True
2591,980,Routine,2022-01-19,Fail,33,INSP8114,Inspection notes for inspection 2591,False
2592,711,Follow-up,2022-02-16,Pass,59,INSP5999,Inspection notes for inspection 2592,True
2593,722,Follow-up,2023-08-05,Pass,30,INSP5181,Inspection notes for inspection 2593,True
2594,476,Follow-up,2017-06-05,Pass,93,INSP6208,Inspection notes for inspection 2594,True
2595,517,Follow-up,2016-09-22,Fail,92,INSP1883,Inspection notes for inspection 2595,False
2596,872,Routine,2020-07-28,Pass w/ Conditions,11,INSP1011,Inspection notes for inspection 2596,True
2597,164,License,2020-10-15,Pass w/ Conditions,84,INSP2063,Inspection notes for inspection 2597,True
2598,967,Routine,2024-08-26,Pass,56,INSP3511,Inspection notes for inspection 2598,True
2599,538,Follow-up,2023-08-29,Fail,72,INSP2142,Inspection notes for inspection 2599,False
2600,410,License,2020-11-14,Pass w/ Conditions,72,INSP1103,Inspection notes for inspection 2600,True
2601,857,Follow-up,2015-08-06,Pass w/ Conditions,59,INSP9186,Inspection notes for inspection 2601,True
2602,45,Follow-up,2016-12-17,Pass,25,INSP1832,Inspection notes for inspection 2602,True
2603,53,License,2021-03-21,Fail,34,INSP5428,Inspection notes for inspection 2603,False
2604,510,License,2025-01-22,Fail,29,INSP5969,Inspection notes for inspection 2604,False
2605,721,Complaint,2017-12-08,Pass,32,INSP4481,Inspection notes for inspection 2605,True
2606,712,Complaint,2024-11-25,Pass,47,INSP9182,Inspection notes for inspection 2606,True
2607,652,Follow-up,2022-06-19,Pass,86,INSP4350,Inspection notes for inspection 2607,True
2608,694,License,2022-04-23,Fail,99,INSP5340,Inspection notes for inspection 2608,False
2609,751,Routine,2023-10-29,Pass,71,INSP8122,Inspection notes for inspection 2609,True
2610,842,License,2023-03-02,Pass w/ Conditions,92,INSP9299,Inspection notes for inspection 2610,True
2611,801,Follow-up,2015-08-06,Pass w/ Conditions,8,INSP9199,Inspection notes for inspection 2611,True
2612,511,License,2018-07-07,Pass,48,INSP3096,Inspection notes for inspection 2612,True
2613,803,License,2021-08-07,Pass w/ Conditions,29,INSP6464,Inspection notes for inspection 2613,True
2614,429,License,2021-06-05,Pass,90,INSP7134,Inspection notes for inspection 2614,True
2615,952,Follow-up,2020-08-29,Pass w/ Conditions,90,INSP2940,Inspection notes for inspection 2615,True
2616,859,Routine,2021-03-19,Fail,88,INSP1298,Inspection notes for inspection 2616,False
2617,77,Routine,2016-09-20,Pass,10,INSP7026,Inspection notes for inspection 2617,True
2618,858,Routine,2024-11-11,Pass,31,INSP6987,Inspection notes for inspection 2618,True
2619,844,License,2015-09-13,Pass w/ Conditions,0,INSP2218,Inspection notes for inspection 2619,True
2620,110,License,2021-11-22,Pass,90,INSP9201,Inspection notes for inspection 2620,True
2621,112,Routine,2024-07-07,Pass w/ Conditions,0,INSP1416,Inspection notes for inspection 2621,True
2622,995,Follow-up,2016-03-27,Fail,66,INSP2188,Inspection notes for inspection 2622,False
2623,407,Complaint,2023-02-23,Pass,80,INSP9153,Inspection notes for inspection 2623,True
2624,723,Follow-up,2020-10-03,Pass w/ Conditions,32,INSP6965,Inspection notes for inspection 2624,True
2625,957,Routine,2020-12-07,Fail,79,INSP8946,Inspection notes for inspection 2625,False
2626,476,Routine,2022-01-01,Fail,98,INSP5210,Inspection notes for inspection 2626,False
2627,318,Follow-up,2016-07-24,Pass,79,INSP7031,Inspection notes for inspection 2627,True
2628,83,Complaint,2015-11-07,Fail,63,INSP5566,Inspection notes for inspection 2628,False
2629,597,License,2024-11-01,Pass w/ Conditions,6,INSP3123,Inspection notes for inspection 2629,True
2630,829,License,2020-03-01,Fail,81,INSP4898,Inspection notes for inspection 2630,False
2631,18,Complaint,2015-11-22,Pass,4,INSP3527,Inspection notes for inspection 2631,True
2632,908,Routine,2015-10-17,Fail,85,INSP1881,Inspection notes for inspection 2632,False
2633,883,Routine,2024-11-16,Pass,0,INSP8345,Inspection notes for inspection 2633,True
2634,654,License,2023-12-29,Pass w/ Conditions,22,INSP8192,Inspection notes for inspection 2634,True
2635,274,License,2024-11-01,Pass w/ Conditions,6,INSP6571,Inspection notes for inspection 2635,True
2636,479,Complaint,2021-08-01,Pass,51,INSP2283,Inspection notes for inspection 2636,True
2637,545,Follow-up,2017-07-10,Fail,23,INSP7439,Inspection notes for inspection 2637,False
2638,913,Routine,2020-06-15,Pass w/ Conditions,20,INSP7691,Inspection notes for inspection 2638,True
2639,156,Routine,2025-01-27,Pass w/ Conditions,10,INSP9845,Inspection notes for inspection 2639,True
2640,749,License,2019-09-17,Pass w/ Conditions,79,INSP1282,Inspection notes for inspection 2640,True
2641,765,Complaint,2024-06-24,Fail,94,INSP7554,Inspection notes for inspection 2641,False
2642,134,Routine,2021-08-06,Pass,26,INSP4332,Inspection notes for inspection 2642,True
2643,164,Routine,2023-10-28,Pass w/ Conditions,92,INSP4993,Inspection notes for inspection 2643,True
2644,122,Complaint,2021-04-03,Pass,30,INSP8174,Inspection notes for inspection 2644,True
2645,958,Follow-up,2017-06-02,Pass,88,INSP4220,Inspection notes for inspection 2645,True
2646,63,Complaint,2025-02-11,Pass,52,INSP6086,Inspection notes for inspection 2646,True
2647,747,Complaint,2015-08-04,Fail,98,INSP3617,Inspection notes for inspection 2647,False
2648,260,License,2016-10-11,Pass w/ Conditions,81,INSP9210,Inspection notes for inspection 2648,True
2649,380,Follow-up,2022-03-10,Fail,82,INSP6275,Inspection notes for inspection 2649,False
2650,183,Complaint,2022-05-09,Fail,78,INSP3867,Inspection notes for inspection 2650,False
2651,101,License,2022-11-24,Pass,84,INSP2926,Inspection notes for inspection 2651,True
2652,362,Complaint,2020-10-31,Pass,93,INSP4294,Inspection notes for inspection 2652,True
2653,751,Follow-up,2021-07-01,Fail,32,INSP9255,Inspection notes for inspection 2653,False
2654,231,Routine,2022-08-20,Fail,82,INSP7044,Inspection notes for inspection 2654,False
2655,109,Follow-up,2016-03-06,Pass w/ Conditions,4,INSP8542,Inspection notes for inspection 2655,True
2656,332,Follow-up,2018-03-15,Fail,23,INSP8986,Inspection notes for inspection 2656,False
2657,775,Routine,2017-10-22,Pass w/ Conditions,28,INSP5507,Inspection notes for inspection 2657,True
2658,890,License,2016-04-16,Pass w/ Conditions,91,INSP4992,Inspection notes for inspection 2658,True
2659,385,Complaint,2019-06-25,Pass,23,INSP5702,Inspection notes for inspection 2659,True
2660,957,Complaint,2022-04-23,Pass w/ Conditions,78,INSP9934,Inspection notes for inspection 2660,True
2661,267,Routine,2015-12-07,Pass w/ Conditions,31,INSP1008,Inspection notes for inspection 2661,True
2662,66,Follow-up,2024-05-05,Pass,58,INSP2610,Inspection notes for inspection 2662,True
2663,936,Follow-up,2019-01-26,Pass,48,INSP7989,Inspection notes for inspection 2663,True
2664,969,Follow-up,2023-10-20,Pass w/ Conditions,43,INSP5399,Inspection notes for inspection 2664,True
2665,573,License,2018-02-24,Pass w/ Conditions,13,INSP6762,Inspection notes for inspection 2665,True
2666,867,Complaint,2023-07-17,Fail,0,INSP5664,Inspection notes for inspection 2666,False
2667,330,License,2019-01-27,Fail,36,INSP1557,Inspection notes for inspection 2667,False
2668,794,License,2020-03-05,Pass,27,INSP7379,Inspection notes for inspection 2668,True
2669,374,Complaint,2021-10-24,Fail,72,INSP8449,Inspection notes for inspection 2669,False
2670,90,License,2022-11-25,Pass w/ Conditions,78,INSP3298,Inspection notes for inspection 2670,True
2671,785,Routine,2018-03-29,Fail,67,INSP4753,Inspection notes for inspection 2671,False
2672,569,Follow-up,2024-06-05,Fail,70,INSP4731,Inspection notes for inspection 2672,False
2673,522,Follow-up,2020-10-24,Pass w/ Conditions,61,INSP3632,Inspection notes for inspection 2673,True
2674,261,Routine,2019-08-06,Pass,50,INSP7247,Inspection notes for inspection 2674,True
2675,43,Complaint,2023-09-21,Pass,45,INSP1920,Inspection notes for inspection 2675,True
2676,849,License,2022-02-05,Pass w/ Conditions,0,INSP1935,Inspection notes for inspection 2676,True
2677,29,License,2022-05-15,Pass w/ Conditions,80,INSP7353,Inspection notes for inspection 2677,True
2678,704,Complaint,2016-06-12,Fail,90,INSP6516,Inspection notes for inspection 2678,False
2679,643,Routine,2020-05-30,Fail,90,INSP3753,Inspection notes for inspection 2679,False
2680,90,Routine,2018-03-25,Pass w/ Conditions,27,INSP1382,Inspection notes for inspection 2680,True
2681,723,Complaint,2020-10-10,Fail,34,INSP7738,Inspection notes for inspection 2681,False
2682,657,License,2015-06-10,Pass w/ Conditions,22,INSP5306,Inspection notes for inspection 2682,True
2683,513,Complaint,2024-10-06,Pass,31,INSP1607,Inspection notes for inspection 2683,True
2684,273,Follow-up,2024-04-15,Fail,93,INSP2258,Inspection notes for inspection 2684,False
2685,940,Routine,2023-12-06,Pass,90,INSP6399,Inspection notes for inspection 2685,True
2686,472,Routine,2017-10-08,Pass w/ Conditions,47,INSP9694,Inspection notes for inspection 2686,True
2687,573,Follow-up,2018-05-18,Pass,30,INSP2123,Inspection notes for inspection 2687,True
2688,580,Routine,2016-09-29,Pass w/ Conditions,4,INSP2398,Inspection notes for inspection 2688,True
2689,606,Follow-up,2016-10-02,Pass w/ Conditions,28,INSP7316,Inspection notes for inspection 2689,True
2690,995,License,2018-04-07,Fail,44,INSP2631,Inspection notes for inspection 2690,False
2691,526,Follow-up,2024-12-26,Pass,63,INSP2269,Inspection notes for inspection 2691,True
2692,930,Follow-up,2017-11-14,Pass,49,INSP9320,Inspection notes for inspection 2692,True
2693,451,Complaint,2024-03-21,Pass w/ Conditions,19,INSP3215,Inspection notes for inspection 2693,True
2694,293,License,2021-06-17,Fail,60,INSP8220,Inspection notes for inspection 2694,False
2695,547,License,2022-11-20,Pass w/ Conditions,98,INSP4915,Inspection notes for inspection 2695,True
2696,487,Follow-up,2017-10-27,Pass w/ Conditions,74,INSP2182,Inspection notes for inspection 2696,True
2697,775,License,2021-09-21,Pass w/ Conditions,5,INSP1795,Inspection notes for inspection 2697,True
2698,728,Complaint,2018-09-09,Fail,90,INSP3842,Inspection notes for inspection 2698,False
2699,183,Follow-up,2022-10-28,Pass w/ Conditions,47,INSP6476,Inspection notes for inspection 2699,True
2700,338,Follow-up,2019-05-02,Pass w/ Conditions,25,INSP6557,Inspection notes for inspection 2700,True
2701,910,Routine,2017-12-09,Pass,8,INSP8908,Inspection notes for inspection 2701,True
2702,380,Follow-up,2024-01-29,Pass,23,INSP7082,Inspection notes for inspection 2702,True
2703,952,Routine,2015-09-11,Fail,10,INSP6321,Inspection notes for inspection 2703,False
2704,605,License,2019-04-29,Fail,12,INSP5192,Inspection notes for inspection 2704,False
2705,99,Complaint,2015-08-14,Pass w/ Conditions,95,INSP2089,Inspection notes for inspection 2705,True
2706,240,Complaint,2024-03-30,Fail,77,INSP1443,Inspection notes for inspection 2706,False
2707,842,Routine,2023-09-22,Fail,26,INSP8080,Inspection notes for inspection 2707,False
2708,202,Complaint,2024-07-29,Fail,20,INSP5625,Inspection notes for inspection 2708,False
2709,232,License,2024-05-01,Pass w/ Conditions,35,INSP2143,Inspection notes for inspection 2709,True
2710,136,Complaint,2022-05-18,Pass w/ Conditions,42,INSP5422,Inspection notes for inspection 2710,True
2711,765,Follow-up,2021-08-15,Fail,75,INSP5042,Inspection notes for inspection 2711,False
2712,263,Routine,2021-10-05,Pass,61,INSP5756,Inspection notes for inspection 2712,True
2713,553,Complaint,2022-12-10,Fail,90,INSP6442,Inspection notes for inspection 2713,False
2714,523,Follow-up,2017-04-06,Pass,43,INSP6166,Inspection notes for inspection 2714,True
2715,43,Follow-up,2017-09-10,Pass w/ Conditions,79,INSP3926,Inspection notes for inspection 2715,True
2716,608,Routine,2021-09-13,Fail,23,INSP8075,Inspection notes for inspection 2716,False
2717,292,Complaint,2023-05-01,Pass w/ Conditions,14,INSP9702,Inspection notes for inspection 2717,True
2718,628,Routine,2017-05-30,Fail,56,INSP5608,Inspection notes for inspection 2718,False
2719,209,Complaint,2023-07-15,Pass w/ Conditions,60,INSP9644,Inspection notes for inspection 2719,True
2720,518,Complaint,2020-09-13,Pass w/ Conditions,52,INSP6286,Inspection notes for inspection 2720,True
2721,205,Complaint,2015-08-26,Pass w/ Conditions,3,INSP9337,Inspection notes for inspection 2721,True
2722,915,License,2025-01-26,Pass w/ Conditions,31,INSP5062,Inspection notes for inspection 2722,True
2723,974,Complaint,2015-06-13,Pass w/ Conditions,36,INSP5060,Inspection notes for inspection 2723,True
2724,448,Complaint,2017-04-23,Fail,33,INSP1050,Inspection notes for inspection 2724,False
2725,706,Routine,2024-04-28,Pass w/ Conditions,27,INSP4008,Inspection notes for inspection 2725,True
2726,350,Complaint,2023-11-03,Pass,64,INSP9042,Inspection notes for inspection 2726,True
2727,516,Routine,2024-09-29,Pass,59,INSP6454,Inspection notes for inspection 2727,True
2728,612,Follow-up,2022-05-22,Pass w/ Conditions,32,INSP5822,Inspection notes for inspection 2728,True
2729,17,Routine,2022-08-18,Pass w/ Conditions,6,INSP4924,Inspection notes for inspection 2729,True
2730,301,Complaint,2019-09-11,Pass,3,INSP2169,Inspection notes for inspection 2730,True
2731,277,Complaint,2015-12-23,Fail,67,INSP9912,Inspection notes for inspection 2731,False
2732,803,Follow-up,2024-02-25,Pass,59,INSP1584,Inspection notes for inspection 2732,True
