restaurant_id,name,type,risk_level,address,city,state,zip,license_number,opening_date,capacity,has_delivery,has_outdoor_seating,restaurant_age_years
218,Restaurant_218,Restaurant,Risk 2 (Medium),4611 Main St,Chicago,IL,60681,L1440051,2021-01-27,85,1,0,4
219,Restaurant_219,Cafe,Risk 2 (Medium),8845 Main St,Chicago,IL,60610,L6200669,2022-06-13,33,0,0,2
220,Restaurant_220,Cafe,Risk 2 (Medium),2040 Main St,Chicago,IL,60618,L8500457,2024-10-04,57,1,1,0
221,Restaurant_221,Food Truck,Risk 2 (Medium),4401 Main St,Chicago,IL,60618,L2719789,2019-12-06,48,1,0,5
222,Restaurant_222,Bakery,Risk 1 (High),3832 Main St,Chicago,IL,60658,L3020659,2023-10-12,29,0,1,1
223,Restaurant_223,Grocery Store,Risk 1 (High),9042 Main St,Chicago,IL,60669,L2534934,2016-05-18,40,1,0,9
224,Restaurant_224,Grocery Store,Risk 3 (Low),3304 Main St,Chicago,IL,60641,L6185492,2020-01-13,84,1,0,5
225,Restaurant_225,Restaurant,Risk 2 (Medium),439 Main St,Chicago,IL,60693,L3859978,2021-10-25,121,1,1,3
226,Restaurant_226,Restaurant,Risk 2 (Medium),3706 Main St,Chicago,IL,60634,L6742912,2019-08-02,103,1,0,5
227,Restaurant_227,Restaurant,Risk 2 (Medium),9678 Main St,Chicago,IL,60659,L4031096,2023-01-15,152,1,0,2
228,Restaurant_228,Restaurant,Risk 1 (High),2978 Main St,Chicago,IL,60647,L2551642,2020-08-21,178,0,0,4
229,Restaurant_229,Food Truck,Risk 1 (High),3489 Main St,Chicago,IL,60656,L9833212,2020-11-29,114,0,0,4
230,Restaurant_230,Food Truck,Risk 3 (Low),5373 Main St,Chicago,IL,60647,L4985017,2021-05-27,119,0,1,4
231,Restaurant_231,Bakery,Risk 1 (High),6778 Main St,Chicago,IL,60675,L9764189,2020-08-23,29,1,1,4
232,Restaurant_232,Bakery,Risk 1 (High),6575 Main St,Chicago,IL,60656,L3238146,2022-09-30,112,1,1,2
233,Restaurant_233,Bakery,Risk 2 (Medium),7123 Main St,Chicago,IL,60664,L6230001,2025-03-01,118,0,0,0
234,Restaurant_234,Food Truck,Risk 2 (Medium),2161 Main St,Chicago,IL,60606,L4172625,2021-09-07,98,1,0,3
235,Restaurant_235,Bakery,Risk 1 (High),6597 Main St,Chicago,IL,60665,L8427927,2023-03-05,125,0,1,2
236,Restaurant_236,Food Truck,Risk 3 (Low),2189 Main St,Chicago,IL,60601,L2159000,2016-09-21,63,0,0,8
237,Restaurant_237,Restaurant,Risk 3 (Low),2823 Main St,Chicago,IL,60698,L6576247,2024-03-17,93,1,0,1
238,Restaurant_238,Cafe,Risk 2 (Medium),8812 Main St,Chicago,IL,60623,L9844467,2024-02-22,128,1,0,1
239,Restaurant_239,Bakery,Risk 2 (Medium),1863 Main St,Chicago,IL,60686,L1305076,2021-04-19,96,1,0,4
240,Restaurant_240,Grocery Store,Risk 1 (High),2996 Main St,Chicago,IL,60659,L4644032,2019-07-20,156,1,1,5
241,Restaurant_241,Restaurant,Risk 2 (Medium),1979 Main St,Chicago,IL,60636,L7060472,2021-10-11,99,1,0,3
242,Restaurant_242,Grocery Store,Risk 2 (Medium),3213 Main St,Chicago,IL,60678,L3417013,2016-10-17,29,1,1,8
243,Restaurant_243,Bakery,Risk 3 (Low),6664 Main St,Chicago,IL,60697,L6286413,2016-03-14,131,1,1,9
244,Restaurant_244,Cafe,Risk 2 (Medium),8343 Main St,Chicago,IL,60607,L9644506,2018-12-06,168,0,1,6
245,Restaurant_245,Cafe,Risk 2 (Medium),3200 Main St,Chicago,IL,60616,L1337396,2018-11-06,159,0,0,6
246,Restaurant_246,Restaurant,Risk 3 (Low),1382 Main St,Chicago,IL,60610,L5333401,2016-08-12,132,1,0,8
247,Restaurant_247,Grocery Store,Risk 1 (High),2855 Main St,Chicago,IL,60696,L3538569,2018-07-06,72,1,1,6
248,Restaurant_248,Restaurant,Risk 2 (Medium),4228 Main St,Chicago,IL,60699,L6329014,2019-06-03,24,0,1,5
249,Restaurant_249,Food Truck,Risk 2 (Medium),6746 Main St,Chicago,IL,60658,L1670749,2019-12-31,162,1,1,5
250,Restaurant_250,Grocery Store,Risk 2 (Medium),1570 Main St,Chicago,IL,60685,L5325884,2017-10-01,75,0,0,7
251,Restaurant_251,Bakery,Risk 1 (High),3056 Main St,Chicago,IL,60691,L6811244,2016-02-05,22,1,0,9
252,Restaurant_252,Restaurant,Risk 1 (High),381 Main St,Chicago,IL,60699,L2525034,2016-07-21,149,1,0,8
253,Restaurant_253,Restaurant,Risk 1 (High),6675 Main St,Chicago,IL,60684,L7493779,2021-01-17,176,1,0,4
254,Restaurant_254,Grocery Store,Risk 2 (Medium),2970 Main St,Chicago,IL,60684,L8770488,2019-05-06,91,0,1,6
255,Restaurant_255,Food Truck,Risk 1 (High),5411 Main St,Chicago,IL,60696,L3632659,2024-10-13,103,0,1,0
256,Restaurant_256,Bakery,Risk 1 (High),8521 Main St,Chicago,IL,60686,L5215943,2017-09-17,108,1,0,7
257,Restaurant_257,Food Truck,Risk 1 (High),5076 Main St,Chicago,IL,60601,L6401709,2017-12-26,60,1,1,7
258,Restaurant_258,Restaurant,Risk 3 (Low),2977 Main St,Chicago,IL,60663,L5507725,2018-02-11,146,0,1,7
259,Restaurant_259,Food Truck,Risk 1 (High),6633 Main St,Chicago,IL,60676,L5169315,2024-11-05,54,1,0,0
260,Restaurant_260,Restaurant,Risk 1 (High),5632 Main St,Chicago,IL,60667,L7518201,2024-10-22,109,0,0,0
261,Restaurant_261,Food Truck,Risk 3 (Low),8979 Main St,Chicago,IL,60663,L8606372,2023-03-08,99,0,1,2
262,Restaurant_262,Food Truck,Risk 1 (High),603 Main St,Chicago,IL,60634,L3042414,2020-11-12,120,1,0,4
263,Restaurant_263,Cafe,Risk 1 (High),1404 Main St,Chicago,IL,60632,L6167386,2015-08-25,111,0,0,9
264,Restaurant_264,Cafe,Risk 2 (Medium),4494 Main St,Chicago,IL,60634,L2506659,2019-04-21,129,0,0,6
265,Restaurant_265,Food Truck,Risk 2 (Medium),6957 Main St,Chicago,IL,60602,L5244358,2015-07-25,70,0,1,9
266,Restaurant_266,Bakery,Risk 2 (Medium),6493 Main St,Chicago,IL,60632,L5149907,2016-10-29,170,0,0,8
267,Restaurant_267,Bakery,Risk 3 (Low),4460 Main St,Chicago,IL,60667,L2110752,2023-08-13,147,0,0,1
268,Restaurant_268,Restaurant,Risk 2 (Medium),7156 Main St,Chicago,IL,60683,L3824313,2015-10-13,56,1,0,9
269,Restaurant_269,Grocery Store,Risk 3 (Low),8393 Main St,Chicago,IL,60659,L1436027,2020-01-29,122,0,1,5
270,Restaurant_270,Cafe,Risk 3 (Low),3519 Main St,Chicago,IL,60686,L3527323,2019-10-31,108,1,1,5
271,Restaurant_271,Cafe,Risk 2 (Medium),9755 Main St,Chicago,IL,60610,L5222756,2017-09-28,114,0,0,7
272,Restaurant_272,Grocery Store,Risk 1 (High),3591 Main St,Chicago,IL,60691,L7400300,2020-12-03,146,0,1,4
273,Restaurant_273,Cafe,Risk 2 (Medium),7311 Main St,Chicago,IL,60689,L7698422,2022-01-02,139,0,1,3
274,Restaurant_274,Restaurant,Risk 3 (Low),8387 Main St,Chicago,IL,60638,L7715135,2023-09-05,44,1,0,1
275,Restaurant_275,Bakery,Risk 2 (Medium),8397 Main St,Chicago,IL,60644,L7152939,2016-09-16,196,1,0,8
276,Restaurant_276,Restaurant,Risk 1 (High),3513 Main St,Chicago,IL,60633,L1839598,2018-08-16,49,0,1,6
277,Restaurant_277,Bakery,Risk 2 (Medium),1098 Main St,Chicago,IL,60694,L7479056,2020-09-26,25,0,1,4
278,Restaurant_278,Cafe,Risk 2 (Medium),2323 Main St,Chicago,IL,60671,L9194537,2016-10-04,162,1,0,8
279,Restaurant_279,Bakery,Risk 2 (Medium),3541 Main St,Chicago,IL,60608,L2994782,2017-02-16,120,1,1,8
280,Restaurant_280,Bakery,Risk 1 (High),6705 Main St,Chicago,IL,60639,L7578680,2017-10-03,110,0,1,7
281,Restaurant_281,Food Truck,Risk 2 (Medium),5303 Main St,Chicago,IL,60693,L2951922,2017-02-04,25,1,1,8
282,Restaurant_282,Cafe,Risk 2 (Medium),7361 Main St,Chicago,IL,60690,L9851560,2025-04-16,39,1,1,0
283,Restaurant_283,Restaurant,Risk 2 (Medium),2923 Main St,Chicago,IL,60696,L6626457,2017-09-20,158,1,1,7
284,Restaurant_284,Restaurant,Risk 3 (Low),9488 Main St,Chicago,IL,60686,L7933251,2016-06-18,165,0,0,8
285,Restaurant_285,Bakery,Risk 3 (Low),263 Main St,Chicago,IL,60691,L5079910,2017-02-05,46,0,1,8
286,Restaurant_286,Cafe,Risk 3 (Low),2762 Main St,Chicago,IL,60676,L4618333,2021-01-27,69,1,1,4
287,Restaurant_287,Restaurant,Risk 3 (Low),6272 Main St,Chicago,IL,60635,L6188531,2016-05-03,195,0,0,9
288,Restaurant_288,Cafe,Risk 2 (Medium),5640 Main St,Chicago,IL,60660,L5620045,2022-04-24,65,1,1,3
289,Restaurant_289,Cafe,Risk 1 (High),4016 Main St,Chicago,IL,60604,L9499749,2017-02-27,138,0,0,8
290,Restaurant_290,Cafe,Risk 3 (Low),5016 Main St,Chicago,IL,60688,L9845858,2023-11-15,169,1,0,1
291,Restaurant_291,Grocery Store,Risk 2 (Medium),5802 Main St,Chicago,IL,60622,L4405805,2019-11-02,110,0,0,5
292,Restaurant_292,Food Truck,Risk 1 (High),2830 Main St,Chicago,IL,60689,L9194153,2021-09-22,77,0,1,3
293,Restaurant_293,Grocery Store,Risk 3 (Low),1889 Main St,Chicago,IL,60627,L5043016,2019-02-05,83,0,1,6
294,Restaurant_294,Restaurant,Risk 2 (Medium),8673 Main St,Chicago,IL,60605,L4659773,2019-09-11,161,1,0,5
295,Restaurant_295,Cafe,Risk 1 (High),6244 Main St,Chicago,IL,60655,L4753511,2017-10-25,119,1,0,7
296,Restaurant_296,Bakery,Risk 2 (Medium),703 Main St,Chicago,IL,60641,L8363290,2018-02-11,46,0,1,7
297,Restaurant_297,Restaurant,Risk 3 (Low),1525 Main St,Chicago,IL,60680,L4806008,2022-07-22,190,0,0,2
298,Restaurant_298,Cafe,Risk 2 (Medium),7961 Main St,Chicago,IL,60620,L3734347,2016-06-21,125,0,0,8
299,Restaurant_299,Grocery Store,Risk 2 (Medium),599 Main St,Chicago,IL,60657,L3520270,2022-02-16,57,1,0,3
300,Restaurant_300,Cafe,Risk 1 (High),8763 Main St,Chicago,IL,60633,L3453264,2018-08-12,165,1,1,6
301,Restaurant_301,Grocery Store,Risk 1 (High),5090 Main St,Chicago,IL,60646,L3910050,2022-11-16,191,0,1,2
302,Restaurant_302,Cafe,Risk 3 (Low),8819 Main St,Chicago,IL,60654,L1828721,2016-12-31,42,0,0,8
303,Restaurant_303,Bakery,Risk 1 (High),4052 Main St,Chicago,IL,60658,L1882579,2018-07-19,164,1,0,6
304,Restaurant_304,Cafe,Risk 1 (High),5404 Main St,Chicago,IL,60605,L1150133,2022-08-03,38,0,0,2
305,Restaurant_305,Food Truck,Risk 3 (Low),3997 Main St,Chicago,IL,60601,L7368952,2021-01-02,159,1,1,4
306,Restaurant_306,Cafe,Risk 1 (High),8367 Main St,Chicago,IL,60644,L5346222,2019-04-04,198,0,1,6
307,Restaurant_307,Restaurant,Risk 2 (Medium),3216 Main St,Chicago,IL,60694,L1307771,2016-12-17,166,0,0,8
308,Restaurant_308,Restaurant,Risk 3 (Low),2768 Main St,Chicago,IL,60692,L4674936,2015-10-08,23,1,1,9
309,Restaurant_309,Restaurant,Risk 2 (Medium),956 Main St,Chicago,IL,60612,L5832638,2019-11-23,139,0,0,5
310,Restaurant_310,Restaurant,Risk 2 (Medium),7940 Main St,Chicago,IL,60656,L9781904,2019-12-06,113,0,1,5
311,Restaurant_311,Food Truck,Risk 3 (Low),5966 Main St,Chicago,IL,60629,L7573116,2015-08-08,65,0,0,9
312,Restaurant_312,Food Truck,Risk 2 (Medium),4867 Main St,Chicago,IL,60670,L5268360,2020-06-01,91,0,0,4
313,Restaurant_313,Bakery,Risk 3 (Low),5165 Main St,Chicago,IL,60611,L3856831,2017-11-14,47,0,0,7
314,Restaurant_314,Grocery Store,Risk 2 (Medium),7541 Main St,Chicago,IL,60621,L6417507,2020-10-11,41,0,0,4
315,Restaurant_315,Food Truck,Risk 2 (Medium),7924 Main St,Chicago,IL,60667,L8593737,2021-04-20,22,1,0,4
316,Restaurant_316,Grocery Store,Risk 2 (Medium),6275 Main St,Chicago,IL,60672,L5082497,2023-12-28,179,0,0,1
317,Restaurant_317,Food Truck,Risk 3 (Low),6542 Main St,Chicago,IL,60619,L6213772,2023-04-19,20,0,0,2
318,Restaurant_318,Food Truck,Risk 2 (Medium),6662 Main St,Chicago,IL,60666,L1850654,2022-01-24,183,1,1,3
319,Restaurant_319,Cafe,Risk 2 (Medium),605 Main St,Chicago,IL,60624,L8104899,2017-07-02,125,0,0,7
320,Restaurant_320,Bakery,Risk 1 (High),5833 Main St,Chicago,IL,60634,L2288092,2022-09-16,187,1,1,2
321,Restaurant_321,Grocery Store,Risk 3 (Low),2987 Main St,Chicago,IL,60611,L2464508,2025-01-20,179,0,0,0
322,Restaurant_322,Food Truck,Risk 3 (Low),1999 Main St,Chicago,IL,60671,L9298968,2023-05-12,148,1,0,2
323,Restaurant_323,Food Truck,Risk 3 (Low),9347 Main St,Chicago,IL,60681,L7739343,2021-01-08,129,0,1,4
324,Restaurant_324,Restaurant,Risk 2 (Medium),8713 Main St,Chicago,IL,60654,L4052763,2023-09-07,115,1,1,1
325,Restaurant_325,Bakery,Risk 3 (Low),195 Main St,Chicago,IL,60610,L6990956,2023-04-05,26,1,1,2
326,Restaurant_326,Grocery Store,Risk 1 (High),5400 Main St,Chicago,IL,60666,L5149604,2017-10-04,50,1,1,7
327,Restaurant_327,Bakery,Risk 3 (Low),9317 Main St,Chicago,IL,60632,L4326565,2015-06-21,104,0,1,9
328,Restaurant_328,Restaurant,Risk 3 (Low),8215 Main St,Chicago,IL,60646,L4235139,2023-07-21,104,0,1,1
329,Restaurant_329,Bakery,Risk 1 (High),2447 Main St,Chicago,IL,60682,L5910097,2020-02-19,96,1,0,5
330,Restaurant_330,Restaurant,Risk 3 (Low),4016 Main St,Chicago,IL,60661,L8737190,2020-01-06,165,0,1,5
331,Restaurant_331,Bakery,Risk 1 (High),268 Main St,Chicago,IL,60671,L4876028,2023-03-14,194,1,1,2
332,Restaurant_332,Grocery Store,Risk 1 (High),6807 Main St,Chicago,IL,60644,L3110743,2018-05-26,154,1,0,7
333,Restaurant_333,Grocery Store,Risk 1 (High),2753 Main St,Chicago,IL,60649,L4424110,2022-06-24,59,0,1,2
334,Restaurant_334,Grocery Store,Risk 2 (Medium),8407 Main St,Chicago,IL,60669,L2860528,2016-01-16,49,1,0,9
335,Restaurant_335,Bakery,Risk 1 (High),4901 Main St,Chicago,IL,60661,L9383009,2016-04-03,199,0,1,9
336,Restaurant_336,Food Truck,Risk 3 (Low),9369 Main St,Chicago,IL,60601,L9052820,2021-01-20,155,1,1,4
337,Restaurant_337,Cafe,Risk 3 (Low),6141 Main St,Chicago,IL,60628,L2637548,2021-06-05,86,1,0,3
338,Restaurant_338,Grocery Store,Risk 1 (High),3737 Main St,Chicago,IL,60638,L2123781,2024-09-19,41,1,1,0
339,Restaurant_339,Grocery Store,Risk 3 (Low),3081 Main St,Chicago,IL,60628,L8305919,2019-05-06,21,0,0,6
340,Restaurant_340,Restaurant,Risk 3 (Low),575 Main St,Chicago,IL,60679,L4538080,2020-11-14,93,0,1,4
341,Restaurant_341,Bakery,Risk 1 (High),676 Main St,Chicago,IL,60663,L7977396,2015-12-11,190,0,0,9
342,Restaurant_342,Grocery Store,Risk 1 (High),406 Main St,Chicago,IL,60632,L3538882,2019-10-27,48,0,0,5
343,Restaurant_343,Food Truck,Risk 2 (Medium),2318 Main St,Chicago,IL,60619,L5954707,2019-11-04,96,0,1,5
344,Restaurant_344,Grocery Store,Risk 3 (Low),4448 Main St,Chicago,IL,60652,L9399164,2015-08-31,181,0,0,9
345,Restaurant_345,Cafe,Risk 2 (Medium),615 Main St,Chicago,IL,60686,L3183807,2022-12-26,27,1,0,2
346,Restaurant_346,Restaurant,Risk 3 (Low),651 Main St,Chicago,IL,60658,L8608601,2016-05-16,89,0,0,9
347,Restaurant_347,Bakery,Risk 3 (Low),6376 Main St,Chicago,IL,60678,L8364908,2024-07-16,150,0,1,0
348,Restaurant_348,Bakery,Risk 3 (Low),9374 Main St,Chicago,IL,60672,L6878206,2021-06-06,69,0,1,3
349,Restaurant_349,Bakery,Risk 2 (Medium),8425 Main St,Chicago,IL,60626,L8386517,2024-12-21,81,0,1,0
350,Restaurant_350,Food Truck,Risk 2 (Medium),8230 Main St,Chicago,IL,60603,L9219855,2021-01-30,76,0,1,4
351,Restaurant_351,Restaurant,Risk 1 (High),2294 Main St,Chicago,IL,60665,L6994499,2015-09-24,175,1,1,9
352,Restaurant_352,Food Truck,Risk 1 (High),9859 Main St,Chicago,IL,60637,L9392552,2022-12-24,119,1,1,2
353,Restaurant_353,Grocery Store,Risk 3 (Low),1081 Main St,Chicago,IL,60678,L6894705,2017-09-07,130,0,0,7
354,Restaurant_354,Food Truck,Risk 2 (Medium),8429 Main St,Chicago,IL,60690,L1220890,2018-06-14,161,1,0,6
355,Restaurant_355,Bakery,Risk 2 (Medium),6056 Main St,Chicago,IL,60644,L4858532,2017-05-10,119,1,0,8
356,Restaurant_356,Cafe,Risk 2 (Medium),8881 Main St,Chicago,IL,60637,L9275566,2017-09-26,149,1,1,7
357,Restaurant_357,Grocery Store,Risk 3 (Low),5748 Main St,Chicago,IL,60679,L9006732,2020-10-25,71,1,1,4
358,Restaurant_358,Bakery,Risk 2 (Medium),9449 Main St,Chicago,IL,60607,L9358873,2020-07-01,51,0,1,4
359,Restaurant_359,Cafe,Risk 2 (Medium),1458 Main St,Chicago,IL,60616,L7641261,2023-01-16,169,0,0,2
360,Restaurant_360,Cafe,Risk 2 (Medium),9810 Main St,Chicago,IL,60612,L5504769,2022-02-27,20,1,0,3
361,Restaurant_361,Grocery Store,Risk 1 (High),3597 Main St,Chicago,IL,60676,L4600962,2023-07-14,107,1,1,1
362,Restaurant_362,Food Truck,Risk 1 (High),7502 Main St,Chicago,IL,60636,L9027618,2022-01-19,87,1,1,3
363,Restaurant_363,Restaurant,Risk 3 (Low),7517 Main St,Chicago,IL,60681,L8664904,2022-12-25,50,0,1,2
364,Restaurant_364,Food Truck,Risk 1 (High),1879 Main St,Chicago,IL,60624,L5298586,2015-07-23,28,1,0,9
365,Restaurant_365,Cafe,Risk 1 (High),6968 Main St,Chicago,IL,60663,L4981732,2020-04-05,85,0,1,5
366,Restaurant_366,Bakery,Risk 1 (High),6533 Main St,Chicago,IL,60625,L5408212,2017-11-22,101,1,1,7
367,Restaurant_367,Restaurant,Risk 2 (Medium),9148 Main St,Chicago,IL,60678,L5529741,2016-01-02,167,0,1,9
368,Restaurant_368,Bakery,Risk 2 (Medium),2418 Main St,Chicago,IL,60657,L7342235,2019-07-10,120,0,1,5
369,Restaurant_369,Cafe,Risk 1 (High),8166 Main St,Chicago,IL,60688,L5691690,2021-03-12,58,0,1,4
370,Restaurant_370,Food Truck,Risk 2 (Medium),7142 Main St,Chicago,IL,60646,L8988841,2018-08-19,122,1,1,6
371,Restaurant_371,Restaurant,Risk 2 (Medium),6897 Main St,Chicago,IL,60681,L6534998,2023-04-19,89,0,1,2
372,Restaurant_372,Cafe,Risk 1 (High),298 Main St,Chicago,IL,60670,L6584003,2021-05-08,181,0,1,4
373,Restaurant_373,Food Truck,Risk 2 (Medium),3223 Main St,Chicago,IL,60659,L8573375,2022-12-13,153,1,0,2
374,Restaurant_374,Food Truck,Risk 3 (Low),188 Main St,Chicago,IL,60612,L3413627,2016-04-12,142,1,1,9
375,Restaurant_375,Restaurant,Risk 2 (Medium),2651 Main St,Chicago,IL,60685,L5525089,2016-07-04,72,1,0,8
376,Restaurant_376,Restaurant,Risk 1 (High),158 Main St,Chicago,IL,60624,L1302719,2016-09-17,42,1,1,8
377,Restaurant_377,Grocery Store,Risk 3 (Low),809 Main St,Chicago,IL,60613,L9748818,2024-01-18,44,0,0,1
378,Restaurant_378,Restaurant,Risk 2 (Medium),3167 Main St,Chicago,IL,60652,L8927277,2020-09-23,32,0,0,4
379,Restaurant_379,Cafe,Risk 2 (Medium),5208 Main St,Chicago,IL,60682,L6273043,2020-05-12,102,0,0,5
380,Restaurant_380,Grocery Store,Risk 2 (Medium),5078 Main St,Chicago,IL,60653,L1689805,2021-01-20,134,1,0,4
381,Restaurant_381,Cafe,Risk 3 (Low),4181 Main St,Chicago,IL,60663,L7336337,2024-02-10,31,1,1,1
382,Restaurant_382,Bakery,Risk 3 (Low),5855 Main St,Chicago,IL,60637,L3273448,2021-12-12,75,1,1,3
383,Restaurant_383,Bakery,Risk 3 (Low),4125 Main St,Chicago,IL,60669,L1234614,2020-05-06,91,1,0,5
384,Restaurant_384,Bakery,Risk 3 (Low),5628 Main St,Chicago,IL,60693,L3360022,2022-03-21,26,1,1,3
385,Restaurant_385,Bakery,Risk 2 (Medium),7596 Main St,Chicago,IL,60618,L8203720,2018-03-11,189,0,0,7
386,Restaurant_386,Bakery,Risk 3 (Low),5281 Main St,Chicago,IL,60613,L6271057,2018-08-13,135,1,1,6
387,Restaurant_387,Food Truck,Risk 1 (High),7915 Main St,Chicago,IL,60614,L3721073,2022-11-12,79,1,0,2
388,Restaurant_388,Food Truck,Risk 2 (Medium),7085 Main St,Chicago,IL,60683,L2276768,2021-05-10,90,0,0,4
389,Restaurant_389,Cafe,Risk 2 (Medium),8362 Main St,Chicago,IL,60622,L4180515,2016-01-21,137,0,0,9
390,Restaurant_390,Grocery Store,Risk 3 (Low),6697 Main St,Chicago,IL,60638,L4313898,2016-07-20,171,0,1,8
391,Restaurant_391,Restaurant,Risk 1 (High),4383 Main St,Chicago,IL,60609,L3823044,2017-03-16,107,1,1,8
392,Restaurant_392,Cafe,Risk 3 (Low),8484 Main St,Chicago,IL,60602,L7121473,2018-01-24,73,0,0,7
393,Restaurant_393,Restaurant,Risk 1 (High),1826 Main St,Chicago,IL,60606,L4143265,2015-08-19,79,1,0,9
394,Restaurant_394,Bakery,Risk 3 (Low),942 Main St,Chicago,IL,60629,L9029035,2019-04-17,116,0,1,6
395,Restaurant_395,Grocery Store,Risk 2 (Medium),6812 Main St,Chicago,IL,60681,L9982500,2017-09-14,129,1,1,7
396,Restaurant_396,Cafe,Risk 3 (Low),4892 Main St,Chicago,IL,60675,L3578176,2022-05-12,141,1,1,3
397,Restaurant_397,Food Truck,Risk 2 (Medium),3210 Main St,Chicago,IL,60660,L1378055,2018-03-09,186,1,0,7
398,Restaurant_398,Bakery,Risk 1 (High),2766 Main St,Chicago,IL,60662,L1880409,2020-12-25,46,1,1,4
399,Restaurant_399,Bakery,Risk 2 (Medium),7703 Main St,Chicago,IL,60649,L8176846,2015-09-20,169,0,1,9
400,Restaurant_400,Bakery,Risk 3 (Low),9083 Main St,Chicago,IL,60636,L8063829,2021-09-04,88,0,1,3
401,Restaurant_401,Grocery Store,Risk 1 (High),7235 Main St,Chicago,IL,60602,L3701494,2020-01-21,151,1,0,5
402,Restaurant_402,Restaurant,Risk 3 (Low),4178 Main St,Chicago,IL,60638,L5871425,2021-02-17,130,1,0,4
403,Restaurant_403,Grocery Store,Risk 2 (Medium),1011 Main St,Chicago,IL,60655,L3937659,2022-11-02,126,1,1,2
404,Restaurant_404,Bakery,Risk 2 (Medium),7559 Main St,Chicago,IL,60609,L4901847,2021-06-13,48,0,1,3
405,Restaurant_405,Cafe,Risk 2 (Medium),603 Main St,Chicago,IL,60649,L8497754,2020-04-27,171,1,0,5
406,Restaurant_406,Restaurant,Risk 2 (Medium),3493 Main St,Chicago,IL,60673,L4670466,2023-01-17,76,0,1,2
407,Restaurant_407,Food Truck,Risk 2 (Medium),8003 Main St,Chicago,IL,60678,L5115704,2017-10-23,55,0,0,7
408,Restaurant_408,Food Truck,Risk 1 (High),8425 Main St,Chicago,IL,60614,L5237762,2016-06-20,100,1,0,8
409,Restaurant_409,Restaurant,Risk 2 (Medium),13 Main St,Chicago,IL,60653,L8426086,2021-06-10,96,1,0,3
410,Restaurant_410,Cafe,Risk 3 (Low),9568 Main St,Chicago,IL,60640,L1640501,2022-12-31,155,1,0,2
411,Restaurant_411,Bakery,Risk 3 (Low),6880 Main St,Chicago,IL,60663,L7628778,2021-01-04,141,0,1,4
412,Restaurant_412,Bakery,Risk 1 (High),4649 Main St,Chicago,IL,60687,L5918045,2018-03-06,43,1,1,7
413,Restaurant_413,Restaurant,Risk 2 (Medium),3792 Main St,Chicago,IL,60627,L8477407,2022-06-21,145,0,1,2
414,Restaurant_414,Food Truck,Risk 3 (Low),399 Main St,Chicago,IL,60613,L5446101,2020-08-10,26,1,0,4
415,Restaurant_415,Bakery,Risk 3 (Low),2168 Main St,Chicago,IL,60652,L8270210,2017-07-27,172,1,0,7
416,Restaurant_416,Bakery,Risk 3 (Low),7174 Main St,Chicago,IL,60696,L1204877,2025-02-17,164,0,1,0
417,Restaurant_417,Cafe,Risk 1 (High),8204 Main St,Chicago,IL,60676,L1562331,2022-02-26,58,1,0,3
418,Restaurant_418,Cafe,Risk 2 (Medium),8817 Main St,Chicago,IL,60644,L8213113,2020-11-30,56,1,1,4
419,Restaurant_419,Grocery Store,Risk 3 (Low),9095 Main St,Chicago,IL,60662,L2559072,2021-06-27,21,1,0,3
420,Restaurant_420,Grocery Store,Risk 2 (Medium),9900 Main St,Chicago,IL,60614,L5094208,2015-11-19,170,1,0,9
421,Restaurant_421,Grocery Store,Risk 1 (High),9592 Main St,Chicago,IL,60653,L8942110,2019-04-30,129,1,1,6
422,Restaurant_422,Bakery,Risk 3 (Low),1361 Main St,Chicago,IL,60607,L5628904,2017-12-17,56,0,1,7
423,Restaurant_423,Cafe,Risk 2 (Medium),8375 Main St,Chicago,IL,60681,L7329915,2016-01-31,115,1,1,9
424,Restaurant_424,Food Truck,Risk 3 (Low),7754 Main St,Chicago,IL,60620,L9585225,2015-08-10,175,1,1,9
425,Restaurant_425,Bakery,Risk 1 (High),7291 Main St,Chicago,IL,60633,L6859864,2020-06-23,193,1,1,4
426,Restaurant_426,Bakery,Risk 3 (Low),9279 Main St,Chicago,IL,60627,L9338287,2017-05-08,162,0,0,8
427,Restaurant_427,Food Truck,Risk 3 (Low),1746 Main St,Chicago,IL,60699,L5189191,2022-09-12,196,0,0,2
428,Restaurant_428,Restaurant,Risk 3 (Low),7783 Main St,Chicago,IL,60647,L8540962,2023-11-28,44,1,0,1
429,Restaurant_429,Food Truck,Risk 3 (Low),404 Main St,Chicago,IL,60689,L8674641,2024-05-24,83,0,1,1
430,Restaurant_430,Cafe,Risk 2 (Medium),219 Main St,Chicago,IL,60684,L2488735,2017-11-07,47,0,0,7
431,Restaurant_431,Restaurant,Risk 1 (High),8547 Main St,Chicago,IL,60663,L2797288,2016-07-10,80,1,1,8
432,Restaurant_432,Grocery Store,Risk 3 (Low),82 Main St,Chicago,IL,60601,L3584215,2024-02-17,132,1,1,1
433,Restaurant_433,Restaurant,Risk 1 (High),5384 Main St,Chicago,IL,60622,L2320555,2019-03-26,62,1,0,6
434,Restaurant_434,Grocery Store,Risk 3 (Low),2121 Main St,Chicago,IL,60626,L4871727,2021-03-06,172,1,1,4
435,Restaurant_435,Bakery,Risk 3 (Low),2668 Main St,Chicago,IL,60664,L1359845,2023-11-15,166,0,1,1
