violation_id,restaurant_id,inspection_id,violation_type,severity,description,date,corrected,correction_date,days_to_correction
1514,451,2975,Cross Contamination,Serious,Violation description for 1514,2025-02-26,1,2025-05-13,76.0
1515,579,9934,Food Temperature,Minor,Violation description for 1515,2024-09-21,1,2025-05-09,230.0
1516,143,2415,Employee Hygiene,Minor,Violation description for 1516,2025-01-03,1,,
1517,646,9007,Cross Contamination,Serious,Violation description for 1517,2025-04-13,0,2025-05-23,40.0
1518,963,215,Employee Hygiene,Serious,Violation description for 1518,2025-01-27,1,2025-05-10,103.0
1519,416,7280,Food Storage,Critical,Violation description for 1519,2024-10-13,1,2025-05-03,202.0
1520,153,9057,Food Storage,Critical,Violation description for 1520,2024-10-16,0,2025-05-28,224.0
1521,322,7930,Food Temperature,Minor,Violation description for 1521,2024-08-13,1,2025-05-12,272.0
1522,933,4458,Employee Hygiene,Minor,Violation description for 1522,2024-08-08,0,2025-05-08,273.0
1523,709,7449,Sanitation,Critical,Violation description for 1523,2025-03-18,0,,
1524,384,3124,Cross Contamination,Critical,Violation description for 1524,2025-05-27,0,2025-05-22,-5.0
1525,800,2713,Food Temperature,Serious,Violation description for 1525,2024-12-21,0,2025-05-24,154.0
1526,861,9696,Food Storage,Serious,Violation description for 1526,2024-11-21,1,2025-05-21,181.0
1527,821,214,Equipment Maintenance,Minor,Violation description for 1527,2025-05-18,0,2025-05-24,6.0
1528,33,2909,Employee Hygiene,Critical,Violation description for 1528,2024-10-01,1,2025-05-26,237.0
1529,965,9568,Equipment Maintenance,Minor,Violation description for 1529,2024-10-05,1,,
1530,537,3618,Food Temperature,Minor,Violation description for 1530,2024-07-08,0,2025-05-28,324.0
1531,525,9454,Equipment Maintenance,Serious,Violation description for 1531,2025-04-03,1,2025-05-29,56.0
1532,573,3291,Equipment Maintenance,Critical,Violation description for 1532,2024-06-11,0,2025-05-27,350.0
1533,913,7014,Employee Hygiene,Minor,Violation description for 1533,2024-12-01,1,,
1534,321,586,Food Temperature,Minor,Violation description for 1534,2024-07-09,1,2025-05-05,300.0
1535,375,9718,Employee Hygiene,Critical,Violation description for 1535,2024-08-27,0,2025-05-08,254.0
1536,291,6177,Documentation,Serious,Violation description for 1536,2025-02-02,0,2025-05-23,110.0
1537,438,6517,Employee Hygiene,Minor,Violation description for 1537,2025-04-16,0,,
1538,833,4136,Sanitation,Minor,Violation description for 1538,2025-04-18,1,2025-05-01,13.0
1539,603,6352,Employee Hygiene,Critical,Violation description for 1539,2025-04-12,1,2025-05-21,39.0
1540,902,4117,Employee Hygiene,Minor,Violation description for 1540,2025-05-07,1,2025-05-04,-3.0
1541,318,5672,Employee Hygiene,Serious,Violation description for 1541,2024-06-09,0,2025-05-11,336.0
1542,748,3621,Employee Hygiene,Serious,Violation description for 1542,2024-12-28,0,2025-05-29,152.0
1543,526,5345,Sanitation,Serious,Violation description for 1543,2024-11-20,1,2025-05-18,179.0
1544,701,572,Equipment Maintenance,Minor,Violation description for 1544,2025-01-21,1,2025-05-16,115.0
1545,306,387,Documentation,Critical,Violation description for 1545,2024-10-25,0,2025-05-24,211.0
1546,279,9197,Food Temperature,Critical,Violation description for 1546,2025-01-09,0,,
1547,687,5744,Food Storage,Minor,Violation description for 1547,2024-11-03,1,2025-05-21,199.0
1548,954,588,Pest Control,Serious,Violation description for 1548,2024-10-24,0,2025-05-17,205.0
1549,490,7242,Sanitation,Serious,Violation description for 1549,2025-01-30,1,2025-05-28,118.0
1550,683,2202,Food Storage,Serious,Violation description for 1550,2024-11-17,1,2025-05-03,167.0
1551,968,9253,Equipment Maintenance,Minor,Violation description for 1551,2025-02-21,0,2025-05-09,77.0
1552,73,1710,Documentation,Serious,Violation description for 1552,2024-12-28,0,2025-05-15,138.0
1553,121,5834,Food Storage,Critical,Violation description for 1553,2025-04-03,0,,
1554,283,8899,Sanitation,Critical,Violation description for 1554,2024-07-23,0,2025-05-03,284.0
1555,599,1451,Pest Control,Critical,Violation description for 1555,2024-10-20,0,2025-05-29,221.0
1556,667,1894,Documentation,Serious,Violation description for 1556,2024-09-12,0,2025-05-11,241.0
1557,291,3448,Pest Control,Serious,Violation description for 1557,2024-12-12,1,,
1558,783,3829,Employee Hygiene,Critical,Violation description for 1558,2025-04-30,0,2025-05-29,29.0
1559,425,4256,Food Temperature,Serious,Violation description for 1559,2025-05-16,1,2025-05-25,9.0
1560,785,5364,Employee Hygiene,Minor,Violation description for 1560,2025-01-06,0,2025-05-27,141.0
1561,878,8048,Employee Hygiene,Minor,Violation description for 1561,2025-02-20,1,2025-05-12,81.0
1562,259,1439,Cross Contamination,Serious,Violation description for 1562,2025-05-03,0,,
1563,183,718,Pest Control,Serious,Violation description for 1563,2024-08-29,0,,
1564,463,9386,Food Storage,Serious,Violation description for 1564,2025-02-21,1,2025-05-11,79.0
1565,828,7428,Sanitation,Critical,Violation description for 1565,2025-05-14,1,2025-04-30,-14.0
1566,145,6780,Sanitation,Serious,Violation description for 1566,2024-07-14,1,2025-05-11,301.0
1567,582,1471,Employee Hygiene,Serious,Violation description for 1567,2025-02-05,0,2025-05-15,99.0
1568,546,2156,Food Storage,Critical,Violation description for 1568,2024-06-29,0,2025-05-19,324.0
1569,115,9133,Cross Contamination,Critical,Violation description for 1569,2025-04-01,1,2025-05-13,42.0
1570,828,216,Sanitation,Minor,Violation description for 1570,2024-12-11,1,2025-05-13,153.0
1571,658,89,Documentation,Minor,Violation description for 1571,2024-08-08,0,2025-05-14,279.0
1572,159,6118,Pest Control,Minor,Violation description for 1572,2024-05-31,0,2025-05-23,357.0
1573,491,4811,Food Storage,Serious,Violation description for 1573,2025-04-21,0,2025-05-08,17.0
1574,591,8407,Equipment Maintenance,Critical,Violation description for 1574,2025-05-23,1,2025-05-25,2.0
1575,439,3647,Cross Contamination,Minor,Violation description for 1575,2024-06-09,0,,
1576,325,5261,Equipment Maintenance,Minor,Violation description for 1576,2024-08-05,1,,
1577,995,1558,Documentation,Serious,Violation description for 1577,2025-04-16,0,2025-05-08,22.0
1578,492,6266,Documentation,Critical,Violation description for 1578,2024-11-17,0,2025-05-01,165.0
1579,916,3209,Cross Contamination,Serious,Violation description for 1579,2025-04-13,0,2025-05-20,37.0
1580,391,2756,Sanitation,Minor,Violation description for 1580,2024-08-10,1,2025-05-07,270.0
1581,66,4911,Employee Hygiene,Critical,Violation description for 1581,2024-10-15,0,2025-05-26,223.0
1582,48,2987,Documentation,Minor,Violation description for 1582,2024-08-08,0,2025-05-15,280.0
1583,232,9402,Sanitation,Critical,Violation description for 1583,2024-08-21,1,2025-05-10,262.0
1584,991,1182,Food Storage,Critical,Violation description for 1584,2024-09-01,0,2025-05-23,264.0
1585,593,4373,Sanitation,Minor,Violation description for 1585,2024-10-02,0,2025-05-14,224.0
1586,623,1247,Food Temperature,Minor,Violation description for 1586,2024-08-12,1,2025-05-29,290.0
1587,434,2416,Documentation,Minor,Violation description for 1587,2025-04-20,1,2025-05-18,28.0
1588,673,4215,Documentation,Serious,Violation description for 1588,2024-10-09,0,2025-05-26,229.0
1589,284,9424,Cross Contamination,Critical,Violation description for 1589,2024-11-24,1,,
1590,570,9714,Employee Hygiene,Minor,Violation description for 1590,2025-01-30,1,2025-05-10,100.0
1591,2,9078,Food Storage,Critical,Violation description for 1591,2024-12-15,0,2025-05-03,139.0
1592,823,3528,Documentation,Minor,Violation description for 1592,2024-07-28,0,,
1593,256,5380,Sanitation,Serious,Violation description for 1593,2024-08-16,0,,
1594,272,5407,Equipment Maintenance,Critical,Violation description for 1594,2025-01-03,1,,
1595,672,8232,Employee Hygiene,Minor,Violation description for 1595,2024-06-02,1,2025-05-12,344.0
1596,969,706,Employee Hygiene,Serious,Violation description for 1596,2024-09-06,0,2025-05-12,248.0
1597,936,4532,Food Storage,Critical,Violation description for 1597,2024-06-15,0,2025-05-04,323.0
1598,541,9203,Food Storage,Serious,Violation description for 1598,2024-07-28,1,,
1599,427,6165,Sanitation,Serious,Violation description for 1599,2024-10-06,1,,
1600,544,619,Sanitation,Critical,Violation description for 1600,2024-12-26,0,,
1601,367,2806,Equipment Maintenance,Serious,Violation description for 1601,2024-11-25,0,2025-05-15,171.0
1602,621,429,Documentation,Serious,Violation description for 1602,2025-05-23,0,,
1603,699,7158,Food Storage,Serious,Violation description for 1603,2025-05-27,1,2025-05-19,-8.0
1604,806,1994,Sanitation,Minor,Violation description for 1604,2024-08-22,0,2025-05-08,259.0
1605,135,409,Cross Contamination,Critical,Violation description for 1605,2024-12-01,1,,
1606,250,9797,Cross Contamination,Critical,Violation description for 1606,2025-02-18,1,2025-05-11,82.0
1607,541,5602,Food Storage,Minor,Violation description for 1607,2025-03-13,1,2025-05-10,58.0
1608,127,11,Pest Control,Minor,Violation description for 1608,2025-03-26,1,2025-05-17,52.0
1609,599,7310,Sanitation,Critical,Violation description for 1609,2024-10-21,1,2025-05-17,208.0
1610,744,2770,Pest Control,Minor,Violation description for 1610,2025-04-22,1,2025-05-11,19.0
1611,517,64,Pest Control,Critical,Violation description for 1611,2025-03-25,1,2025-05-06,42.0
1612,741,6274,Food Storage,Minor,Violation description for 1612,2024-06-21,1,2025-05-21,334.0
1613,232,2547,Pest Control,Minor,Violation description for 1613,2024-12-05,0,2025-05-07,153.0
1614,739,8893,Equipment Maintenance,Minor,Violation description for 1614,2024-06-12,0,2025-05-03,325.0
1615,390,2996,Documentation,Minor,Violation description for 1615,2024-06-24,1,2025-05-12,322.0
1616,696,1298,Equipment Maintenance,Critical,Violation description for 1616,2025-02-28,1,2025-05-16,77.0
1617,57,6161,Documentation,Critical,Violation description for 1617,2024-10-15,0,2025-05-14,211.0
1618,248,4630,Documentation,Serious,Violation description for 1618,2024-06-25,0,,
1619,400,7998,Food Storage,Minor,Violation description for 1619,2025-05-12,1,2025-05-07,-5.0
1620,204,3878,Employee Hygiene,Minor,Violation description for 1620,2024-12-29,1,,
1621,451,5416,Food Temperature,Minor,Violation description for 1621,2024-11-08,1,2025-05-01,174.0
1622,861,7529,Food Storage,Minor,Violation description for 1622,2025-02-25,1,2025-05-15,79.0
1623,148,931,Employee Hygiene,Minor,Violation description for 1623,2024-10-27,1,,
1624,885,5699,Sanitation,Critical,Violation description for 1624,2025-02-27,0,,
1625,185,6554,Food Storage,Serious,Violation description for 1625,2024-06-14,1,2025-05-01,321.0
1626,219,8626,Documentation,Minor,Violation description for 1626,2024-08-26,1,2025-05-03,250.0
1627,346,3666,Pest Control,Critical,Violation description for 1627,2025-01-17,0,2025-05-10,113.0
1628,852,3421,Food Storage,Serious,Violation description for 1628,2024-06-13,0,2025-05-16,337.0
1629,664,2274,Cross Contamination,Minor,Violation description for 1629,2025-05-26,0,,
1630,451,8323,Food Storage,Serious,Violation description for 1630,2024-11-06,0,,
1631,12,6186,Sanitation,Minor,Violation description for 1631,2024-11-09,1,2025-05-11,183.0
1632,89,8706,Food Storage,Critical,Violation description for 1632,2024-11-26,1,2025-05-25,180.0
1633,34,8290,Cross Contamination,Serious,Violation description for 1633,2025-02-02,1,,
1634,900,5952,Pest Control,Critical,Violation description for 1634,2025-01-19,1,,
1635,983,6806,Pest Control,Serious,Violation description for 1635,2024-07-02,0,2025-05-10,312.0
1636,657,5672,Food Storage,Minor,Violation description for 1636,2024-09-01,0,2025-05-18,259.0
1637,370,2234,Cross Contamination,Serious,Violation description for 1637,2024-09-17,1,2025-05-24,249.0
1638,483,1110,Sanitation,Minor,Violation description for 1638,2024-09-21,0,2025-05-21,242.0
1639,688,2266,Pest Control,Minor,Violation description for 1639,2025-03-27,0,2025-05-19,53.0
1640,619,9358,Food Temperature,Critical,Violation description for 1640,2025-05-09,0,2025-05-19,10.0
1641,296,5785,Sanitation,Critical,Violation description for 1641,2025-02-07,1,2025-05-03,85.0
1642,106,4701,Sanitation,Critical,Violation description for 1642,2025-04-23,0,,
1643,357,3228,Food Temperature,Serious,Violation description for 1643,2024-07-10,1,2025-05-14,308.0
1644,245,770,Employee Hygiene,Minor,Violation description for 1644,2024-11-09,1,2025-05-08,180.0
1645,21,4818,Pest Control,Serious,Violation description for 1645,2025-01-07,1,,
1646,19,6810,Pest Control,Critical,Violation description for 1646,2024-08-22,0,2025-05-05,256.0
1647,44,4437,Documentation,Critical,Violation description for 1647,2024-11-28,1,2025-05-06,159.0
1648,736,7090,Pest Control,Critical,Violation description for 1648,2024-12-26,1,2025-05-11,136.0
1649,228,3435,Pest Control,Critical,Violation description for 1649,2025-02-23,1,2025-05-24,90.0
1650,493,4642,Employee Hygiene,Serious,Violation description for 1650,2024-12-30,0,,
1651,180,3710,Equipment Maintenance,Serious,Violation description for 1651,2024-12-11,1,,
1652,649,9391,Sanitation,Critical,Violation description for 1652,2025-05-05,0,2025-05-08,3.0
1653,492,8277,Sanitation,Serious,Violation description for 1653,2025-04-19,0,2025-05-17,28.0
1654,662,1180,Food Storage,Serious,Violation description for 1654,2025-05-28,1,2025-05-13,-15.0
1655,462,6304,Documentation,Serious,Violation description for 1655,2024-06-09,0,2025-05-26,351.0
1656,171,7872,Food Temperature,Critical,Violation description for 1656,2025-01-27,1,2025-05-27,120.0
1657,905,9111,Documentation,Serious,Violation description for 1657,2024-06-15,1,2025-05-03,322.0
1658,577,9013,Food Temperature,Minor,Violation description for 1658,2024-06-07,1,2025-05-15,342.0
1659,62,2075,Food Temperature,Critical,Violation description for 1659,2025-01-10,0,2025-05-10,120.0
1660,967,9454,Cross Contamination,Serious,Violation description for 1660,2024-07-22,0,2025-05-21,303.0
1661,940,6528,Cross Contamination,Serious,Violation description for 1661,2024-11-16,1,2025-05-29,194.0
1662,243,3262,Sanitation,Serious,Violation description for 1662,2024-10-31,0,2025-05-24,205.0
1663,391,7168,Food Temperature,Serious,Violation description for 1663,2024-10-31,0,2025-05-18,199.0
1664,103,2676,Sanitation,Serious,Violation description for 1664,2025-02-27,1,,
1665,730,5228,Pest Control,Critical,Violation description for 1665,2025-05-24,0,,
1666,249,1865,Food Storage,Minor,Violation description for 1666,2024-08-05,1,2025-05-23,291.0
1667,889,1506,Sanitation,Minor,Violation description for 1667,2024-06-02,1,2025-05-09,341.0
1668,366,3217,Documentation,Serious,Violation description for 1668,2025-03-27,1,2025-05-20,54.0
1669,180,4818,Food Temperature,Critical,Violation description for 1669,2025-03-27,1,2025-05-12,46.0
1670,780,3648,Employee Hygiene,Serious,Violation description for 1670,2025-04-06,1,2025-05-22,46.0
1671,4,7614,Pest Control,Serious,Violation description for 1671,2024-07-23,0,2025-05-18,299.0
1672,995,686,Sanitation,Serious,Violation description for 1672,2025-01-30,1,2025-05-26,116.0
1673,614,7029,Food Temperature,Critical,Violation description for 1673,2025-03-27,1,,
1674,800,1826,Cross Contamination,Serious,Violation description for 1674,2024-06-22,1,2025-05-29,341.0
1675,985,8371,Food Storage,Minor,Violation description for 1675,2025-01-06,0,2025-05-12,126.0
1676,862,7872,Food Temperature,Serious,Violation description for 1676,2024-10-14,1,2025-05-27,225.0
1677,645,6812,Food Temperature,Minor,Violation description for 1677,2024-06-20,0,,
1678,261,7490,Sanitation,Serious,Violation description for 1678,2024-07-06,0,2025-05-02,300.0
1679,815,2258,Food Temperature,Serious,Violation description for 1679,2024-07-15,1,,
1680,450,590,Documentation,Critical,Violation description for 1680,2024-10-29,0,2025-05-29,212.0
1681,734,1594,Documentation,Critical,Violation description for 1681,2025-03-06,0,2025-05-05,60.0
1682,331,8344,Employee Hygiene,Serious,Violation description for 1682,2025-01-25,0,,
1683,713,4322,Equipment Maintenance,Critical,Violation description for 1683,2024-08-14,1,2025-05-09,268.0
1684,957,4914,Documentation,Critical,Violation description for 1684,2025-03-31,1,2025-05-09,39.0
1685,947,1190,Sanitation,Minor,Violation description for 1685,2024-07-15,0,2025-05-01,290.0
1686,935,1176,Cross Contamination,Critical,Violation description for 1686,2025-05-09,1,2025-05-02,-7.0
1687,604,5797,Equipment Maintenance,Critical,Violation description for 1687,2024-10-30,0,2025-05-25,207.0
1688,32,2953,Sanitation,Critical,Violation description for 1688,2024-08-25,1,2025-05-02,250.0
1689,905,6499,Cross Contamination,Critical,Violation description for 1689,2025-03-24,1,,
1690,24,5511,Equipment Maintenance,Serious,Violation description for 1690,2024-09-18,1,,
1691,884,4785,Sanitation,Critical,Violation description for 1691,2025-03-23,1,2025-05-23,61.0
1692,505,9242,Pest Control,Critical,Violation description for 1692,2024-10-03,1,,
1693,475,4816,Food Storage,Critical,Violation description for 1693,2024-08-28,1,,
1694,413,9629,Documentation,Serious,Violation description for 1694,2025-03-25,0,,
1695,852,7792,Food Temperature,Serious,Violation description for 1695,2024-12-25,0,2025-05-20,146.0
1696,517,7969,Documentation,Critical,Violation description for 1696,2025-02-13,1,,
1697,147,9383,Equipment Maintenance,Critical,Violation description for 1697,2024-10-05,1,2025-05-24,231.0
1698,260,131,Documentation,Critical,Violation description for 1698,2025-01-15,0,,
1699,568,548,Cross Contamination,Serious,Violation description for 1699,2024-09-27,1,2025-05-29,244.0
1700,21,1150,Food Temperature,Critical,Violation description for 1700,2025-01-02,1,,
1701,547,8715,Documentation,Critical,Violation description for 1701,2024-08-21,0,2025-05-29,281.0
1702,797,9694,Food Storage,Critical,Violation description for 1702,2024-08-14,1,2025-05-23,282.0
1703,499,3933,Food Temperature,Minor,Violation description for 1703,2025-04-02,1,,
1704,332,6724,Sanitation,Minor,Violation description for 1704,2024-06-14,1,,
1705,651,2524,Equipment Maintenance,Minor,Violation description for 1705,2024-07-06,0,2025-05-18,316.0
1706,782,2175,Food Temperature,Serious,Violation description for 1706,2024-11-15,1,2025-05-11,177.0
1707,373,2749,Cross Contamination,Minor,Violation description for 1707,2025-02-08,0,,
1708,117,2861,Pest Control,Critical,Violation description for 1708,2024-10-17,0,2025-05-04,199.0
1709,944,534,Food Temperature,Critical,Violation description for 1709,2025-04-25,1,2025-04-30,5.0
1710,437,6459,Food Temperature,Minor,Violation description for 1710,2024-10-10,1,2025-05-07,209.0
1711,395,2822,Documentation,Serious,Violation description for 1711,2024-10-11,0,2025-05-12,213.0
1712,964,2627,Employee Hygiene,Serious,Violation description for 1712,2025-05-02,1,2025-05-22,20.0
1713,82,2008,Sanitation,Serious,Violation description for 1713,2024-09-20,0,,
1714,281,5782,Equipment Maintenance,Serious,Violation description for 1714,2024-09-08,1,,
1715,404,176,Pest Control,Critical,Violation description for 1715,2024-08-27,0,2025-05-20,266.0
1716,232,9955,Employee Hygiene,Serious,Violation description for 1716,2025-05-28,0,2025-05-07,-21.0
1717,794,6667,Cross Contamination,Minor,Violation description for 1717,2024-11-29,0,,
1718,989,148,Documentation,Minor,Violation description for 1718,2025-05-27,0,2025-05-01,-26.0
1719,728,7349,Cross Contamination,Minor,Violation description for 1719,2025-03-11,1,,
1720,185,8682,Equipment Maintenance,Serious,Violation description for 1720,2024-10-15,1,2025-05-29,226.0
1721,529,8344,Employee Hygiene,Critical,Violation description for 1721,2025-04-16,1,,
1722,34,5326,Pest Control,Critical,Violation description for 1722,2024-10-21,0,2025-05-02,193.0
1723,107,4607,Food Storage,Critical,Violation description for 1723,2024-10-26,1,,
1724,910,7392,Food Temperature,Serious,Violation description for 1724,2024-09-25,1,2025-05-10,227.0
1725,291,2330,Food Storage,Critical,Violation description for 1725,2025-05-17,0,2025-05-15,-2.0
1726,981,9854,Equipment Maintenance,Minor,Violation description for 1726,2024-06-25,1,2025-05-29,338.0
1727,529,1507,Documentation,Serious,Violation description for 1727,2025-01-12,1,2025-05-08,116.0
1728,625,2927,Documentation,Critical,Violation description for 1728,2025-04-24,0,2025-05-26,32.0
1729,901,7570,Food Temperature,Critical,Violation description for 1729,2025-04-13,0,2025-05-17,34.0
1730,708,4890,Employee Hygiene,Minor,Violation description for 1730,2024-09-29,1,,
1731,476,5499,Pest Control,Minor,Violation description for 1731,2025-05-04,0,,
1732,167,890,Pest Control,Serious,Violation description for 1732,2025-04-25,1,2025-05-28,33.0
1733,401,1604,Employee Hygiene,Critical,Violation description for 1733,2024-12-15,0,2025-05-28,164.0
1734,381,580,Documentation,Serious,Violation description for 1734,2024-10-08,0,2025-05-06,210.0
1735,740,7044,Cross Contamination,Critical,Violation description for 1735,2024-07-27,0,,
1736,848,2159,Documentation,Minor,Violation description for 1736,2024-11-20,1,,
1737,431,9503,Pest Control,Serious,Violation description for 1737,2025-05-25,1,2025-05-02,-23.0
1738,353,243,Sanitation,Minor,Violation description for 1738,2024-12-26,1,2025-05-04,129.0
1739,476,1937,Employee Hygiene,Serious,Violation description for 1739,2025-02-04,1,2025-05-22,107.0
1740,339,6548,Employee Hygiene,Minor,Violation description for 1740,2024-11-23,1,,
1741,4,9990,Cross Contamination,Serious,Violation description for 1741,2024-08-11,0,,
1742,445,5780,Equipment Maintenance,Critical,Violation description for 1742,2025-02-14,0,,
1743,545,3702,Documentation,Critical,Violation description for 1743,2024-10-30,0,2025-04-30,182.0
1744,569,5573,Equipment Maintenance,Serious,Violation description for 1744,2025-02-10,0,2025-05-01,80.0
1745,449,9768,Employee Hygiene,Critical,Violation description for 1745,2024-06-03,1,2025-05-03,334.0
1746,609,6413,Sanitation,Critical,Violation description for 1746,2025-03-24,1,2025-05-04,41.0
1747,764,6038,Food Temperature,Serious,Violation description for 1747,2025-02-17,0,2025-05-07,79.0
1748,52,8500,Food Temperature,Serious,Violation description for 1748,2024-06-10,0,,
1749,549,8538,Food Temperature,Serious,Violation description for 1749,2024-07-06,0,2025-05-05,303.0
1750,532,3175,Pest Control,Minor,Violation description for 1750,2024-09-12,1,2025-05-12,242.0
1751,270,9290,Sanitation,Serious,Violation description for 1751,2025-01-13,0,2025-05-18,125.0
1752,209,1208,Pest Control,Critical,Violation description for 1752,2024-05-30,1,2025-05-09,344.0
1753,2,995,Documentation,Critical,Violation description for 1753,2025-01-29,0,2025-05-16,107.0
1754,335,2053,Equipment Maintenance,Critical,Violation description for 1754,2024-08-03,1,2025-05-19,289.0
1755,551,5310,Sanitation,Serious,Violation description for 1755,2025-02-20,0,2025-05-14,83.0
1756,893,4585,Documentation,Serious,Violation description for 1756,2024-12-06,0,2025-05-26,171.0
1757,567,7740,Food Temperature,Minor,Violation description for 1757,2025-02-08,1,2025-05-22,103.0
1758,520,6248,Sanitation,Serious,Violation description for 1758,2025-01-18,1,2025-05-24,126.0
1759,849,5227,Food Storage,Serious,Violation description for 1759,2024-07-15,0,2025-05-23,312.0
1760,741,4995,Pest Control,Critical,Violation description for 1760,2024-08-17,1,2025-05-29,285.0
1761,667,2149,Equipment Maintenance,Critical,Violation description for 1761,2024-12-03,0,2025-05-12,160.0
1762,801,5747,Employee Hygiene,Critical,Violation description for 1762,2024-12-06,0,2025-05-23,168.0
1763,38,6383,Cross Contamination,Critical,Violation description for 1763,2025-01-07,1,,
1764,335,6362,Cross Contamination,Serious,Violation description for 1764,2025-05-13,1,2025-05-09,-4.0
1765,392,708,Sanitation,Minor,Violation description for 1765,2025-03-18,1,,
1766,477,7883,Food Temperature,Minor,Violation description for 1766,2024-12-31,1,2025-05-08,128.0
1767,558,1904,Food Temperature,Critical,Violation description for 1767,2024-08-12,0,2025-05-02,263.0
1768,191,9080,Equipment Maintenance,Serious,Violation description for 1768,2025-05-29,0,,
1769,134,7677,Employee Hygiene,Serious,Violation description for 1769,2024-12-09,1,,
1770,322,1423,Food Temperature,Minor,Violation description for 1770,2025-03-20,0,2025-05-09,50.0
1771,906,422,Employee Hygiene,Minor,Violation description for 1771,2024-12-30,0,2025-05-02,123.0
1772,220,1819,Food Storage,Serious,Violation description for 1772,2024-11-21,0,2025-05-26,186.0
1773,205,5098,Pest Control,Minor,Violation description for 1773,2025-02-26,1,2025-05-01,64.0
1774,43,8934,Food Storage,Minor,Violation description for 1774,2024-11-22,1,2025-05-02,161.0
1775,683,2736,Pest Control,Critical,Violation description for 1775,2024-06-05,0,,
1776,613,801,Food Temperature,Serious,Violation description for 1776,2024-09-03,0,2025-05-12,251.0
1777,675,7103,Documentation,Serious,Violation description for 1777,2024-08-03,0,2025-05-17,287.0
1778,16,8474,Food Storage,Critical,Violation description for 1778,2024-12-24,1,2025-05-12,139.0
1779,979,7647,Equipment Maintenance,Critical,Violation description for 1779,2025-03-13,1,2025-05-22,70.0
1780,75,2961,Documentation,Serious,Violation description for 1780,2024-07-10,1,2025-05-20,314.0
1781,691,2242,Employee Hygiene,Minor,Violation description for 1781,2024-12-04,0,2025-05-18,165.0
1782,496,2648,Cross Contamination,Serious,Violation description for 1782,2024-06-23,0,,
1783,143,2392,Food Temperature,Critical,Violation description for 1783,2025-01-10,0,2025-05-28,138.0
1784,456,6532,Cross Contamination,Serious,Violation description for 1784,2024-07-03,1,,
1785,62,4681,Cross Contamination,Critical,Violation description for 1785,2024-09-09,1,,
1786,345,9493,Employee Hygiene,Serious,Violation description for 1786,2025-03-09,1,,
1787,453,5637,Sanitation,Critical,Violation description for 1787,2024-11-11,0,,
1788,468,7176,Sanitation,Minor,Violation description for 1788,2024-11-12,1,2025-05-11,180.0
1789,576,2718,Food Storage,Minor,Violation description for 1789,2024-08-11,0,,
1790,552,290,Documentation,Serious,Violation description for 1790,2024-07-25,1,2025-05-19,298.0
1791,37,888,Pest Control,Minor,Violation description for 1791,2024-07-04,1,,
1792,302,5529,Pest Control,Serious,Violation description for 1792,2024-10-21,0,2025-05-05,196.0
1793,206,1102,Pest Control,Serious,Violation description for 1793,2025-02-28,0,2025-05-09,70.0
1794,500,7299,Cross Contamination,Critical,Violation description for 1794,2025-03-11,1,2025-05-25,75.0
1795,822,3678,Documentation,Serious,Violation description for 1795,2024-12-31,1,2025-05-11,131.0
1796,562,9039,Documentation,Critical,Violation description for 1796,2024-08-26,1,2025-05-20,267.0
1797,896,9529,Sanitation,Critical,Violation description for 1797,2024-06-08,0,2025-05-27,353.0
1798,632,3643,Employee Hygiene,Critical,Violation description for 1798,2024-06-18,0,2025-04-30,316.0
1799,273,2501,Employee Hygiene,Serious,Violation description for 1799,2024-10-02,0,,
1800,906,9560,Pest Control,Minor,Violation description for 1800,2025-04-04,0,,
1801,22,1070,Employee Hygiene,Critical,Violation description for 1801,2025-05-11,1,2025-05-27,16.0
1802,480,9336,Food Storage,Minor,Violation description for 1802,2024-09-08,0,2025-05-18,252.0
1803,301,2087,Pest Control,Critical,Violation description for 1803,2024-09-07,0,,
1804,361,7120,Pest Control,Critical,Violation description for 1804,2025-04-17,0,2025-05-21,34.0
1805,374,2837,Equipment Maintenance,Critical,Violation description for 1805,2025-04-09,1,,
1806,732,6619,Pest Control,Critical,Violation description for 1806,2024-09-08,1,2025-05-14,248.0
1807,724,625,Pest Control,Critical,Violation description for 1807,2024-10-21,1,2025-05-17,208.0
1808,205,3246,Pest Control,Critical,Violation description for 1808,2024-09-03,1,2025-05-19,258.0
1809,537,2522,Equipment Maintenance,Serious,Violation description for 1809,2024-11-20,1,2025-05-15,176.0
1810,319,4926,Cross Contamination,Serious,Violation description for 1810,2024-10-18,1,2025-05-28,222.0
1811,535,6658,Employee Hygiene,Serious,Violation description for 1811,2024-10-12,1,2025-05-17,217.0
1812,124,9915,Employee Hygiene,Serious,Violation description for 1812,2024-06-28,1,,
1813,662,6583,Sanitation,Minor,Violation description for 1813,2024-09-23,1,,
1814,78,206,Food Temperature,Serious,Violation description for 1814,2024-08-20,0,,
1815,334,6782,Employee Hygiene,Serious,Violation description for 1815,2024-06-19,0,2025-05-17,332.0
1816,722,8876,Food Temperature,Critical,Violation description for 1816,2024-07-20,0,2025-05-28,312.0
1817,554,6542,Sanitation,Critical,Violation description for 1817,2024-11-21,1,2025-05-01,161.0
1818,970,4886,Food Temperature,Serious,Violation description for 1818,2024-11-13,1,2025-05-26,194.0
1819,642,7051,Equipment Maintenance,Critical,Violation description for 1819,2025-04-23,0,2025-05-22,29.0
